crop_type,soil_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,NDVI_index,region,recommended_irrigation_mm
Wheat,Forest and Mountain soil,70.53,7.48,19.35,396.2,91.33,0.88,Uttar Pradesh,0
Groundnut,Black soil,40.45,6.77,23.21,129.05,73.55,0.549,Uttar Pradesh,72.85
Cauliflower,Black soil,88.58,6.97,23.87,235.59,76.93,0.762,Uttar Pradesh,0
Cauliflower,Forest and Mountain soil,86.42,6.96,21.05,394.44,85.35,0.833,Karnataka,0
Cauliflower,Alluvial soil,54.75,6.64,15.69,76.65,70.49,0.7,Odisha,132.07
Onion,Alluvial soil,55.58,6.65,30.69,82.23,55.43,0.643,Rajasthan,92.27
Lentil,Forest and Mountain soil,44.64,7.6,25.57,74.52,58.72,0.713,Tamil Nadu,38.24
Potato,Forest and Mountain soil,74.64,7.72,20.53,248.9,93.96,0.859,Tamil Nadu,0
Maize,Red and Yellow soil,52.36,7.09,22.04,97.68,50.76,0.766,Haryana,28.7
Brinjal,Red and Yellow soil,72.78,6.39,24.49,351.52,77.59,0.74,Madhya Pradesh,0
Onion,Forest and Mountain soil,61.56,6.3,25.88,171.82,76.4,0.779,Uttar Pradesh,0
Soybean,Alluvial soil,52.04,6.72,28.02,141.37,84.03,0.647,Karnataka,83.54
Chilli,Alluvial soil,65.07,6.6,29.36,159.24,78,0.877,Maharashtra,0
Cotton,Black soil,57.64,7.14,27.77,95.8,57.08,0.565,Haryana,77.37
Potato,Red and Yellow soil,65.01,5.77,12.43,91.58,62.92,0.834,Madhya Pradesh,100.37
Maize,Red and Yellow soil,44.59,6.58,24.63,59.95,57.66,0.573,Punjab,141.12
Lentil,Black soil,37.36,7.49,22.02,25.14,64.85,0.601,Chhattisgarh,66
Sugarcane,Black soil,70.94,7.34,25.46,247.88,80.84,0.709,Punjab,179.2
Brinjal,Black soil,62.71,7.74,18.57,156.35,83.13,0.715,West Bengal,0
Chickpea,Alluvial soil,36.04,6.63,26.8,67.63,62.14,0.582,Madhya Pradesh,73.49
Lentil,Alluvial soil,51.21,6.93,22.9,130.23,73.75,0.807,Maharashtra,0
Groundnut,Forest and Mountain soil,92.19,6.58,26.75,390.39,88.28,0.829,Maharashtra,0
Mustard,Alluvial soil,33.1,7.22,20.46,10,35.53,0.387,Bihar,71.69
Groundnut,Alluvial soil,41.35,6.5,28.23,67.27,53.3,0.776,Tamil Nadu,99.77
Cabbage,Black soil,68.8,7.18,27,73.74,70.92,0.673,Bihar,115.59
Cucumber,Alluvial soil,73.96,7.37,25.22,233.06,86.04,0.713,West Bengal,0
Tomato,Red and Yellow soil,56.88,6.61,26.22,90.45,70.2,0.636,Bihar,108.37
Onion,Black soil,59.99,6.23,23.5,146.39,74.85,0.803,West Bengal,0
Groundnut,Alluvial soil,48.97,6.41,30.28,56.9,67.43,0.487,Telangana,98.61
Garlic,Alluvial soil,40.12,6.55,22.08,82.62,42.17,0.683,Maharashtra,96.31
Chilli,Forest and Mountain soil,86.58,6.43,26.01,314.72,92.57,0.946,Karnataka,0
Lentil,Black soil,38.53,7.87,23.23,97.16,58.5,0.508,Haryana,51.37
Cotton,Alluvial soil,54.35,6.75,18.09,133.32,66.29,0.706,Madhya Pradesh,0
Chilli,Forest and Mountain soil,79.83,6.9,25.37,302,84.09,0.775,Karnataka,0
Rice,Forest and Mountain soil,89.79,6.54,21.88,256.65,89.3,0.858,Tamil Nadu,0
Mustard,Black soil,76.55,6.59,22.08,264.72,76.97,0.946,Uttar Pradesh,0
Rice,Red and Yellow soil,61.08,6.78,25.62,85.19,68.44,0.75,Karnataka,0
Soybean,Alluvial soil,58.44,6.92,28.75,159.37,64.86,0.661,Madhya Pradesh,75.49
Cabbage,Black soil,65.9,7.55,25.45,78.76,83.96,0.74,Madhya Pradesh,115.45
Sugarcane,Red and Yellow soil,86.64,6.27,21.51,321.98,86,0.837,Madhya Pradesh,0
Mustard,Black soil,48.75,6.85,28.08,175.49,74.72,0.775,Tamil Nadu,0
Cucumber,Red and Yellow soil,58.62,6.17,29.14,68.76,59.81,0.662,Maharashtra,128.71
Groundnut,Alluvial soil,49.85,6.35,18.76,96.46,70.26,0.821,Bihar,0
Mustard,Black soil,29.63,7.57,20.7,45.37,34.36,0.575,Bihar,59.66
Cauliflower,Forest and Mountain soil,59.26,6.53,18.38,171.1,83.77,0.734,Bihar,101.82
Garlic,Red and Yellow soil,58.52,7.44,27.01,227.63,71.3,0.788,Karnataka,0
Pumpkin,Alluvial soil,56.5,6.62,23.06,95.94,81.76,0.727,Maharashtra,108.14
Pumpkin,Red and Yellow soil,64.24,7.53,26.35,82.63,61.16,0.833,Punjab,0
Groundnut,Red and Yellow soil,60.74,6.87,18.49,152.45,73.73,0.628,Madhya Pradesh,0
Onion,Black soil,55.15,7.2,25.24,66.83,53.02,0.667,Tamil Nadu,89.2
Groundnut,Red and Yellow soil,40.94,7.12,26.58,70.52,67.8,0.579,Chhattisgarh,108.53
Cauliflower,Alluvial soil,69.73,6.51,20.63,46.31,62.59,0.661,West Bengal,132.64
Chilli,Alluvial soil,63.26,7.71,29.73,157.08,67.7,0.819,Tamil Nadu,0
Pumpkin,Alluvial soil,55.86,6.64,25.42,30,68.29,0.713,Tamil Nadu,126.2
Mustard,Red and Yellow soil,27.08,6.92,20,53.68,35.78,0.353,Madhya Pradesh,73.64
Chilli,Alluvial soil,56.28,6.07,26.84,216.47,74.53,0.878,Maharashtra,0
Mustard,Alluvial soil,37.21,7.6,20.08,43.5,46.08,0.629,Madhya Pradesh,61.14
Sugarcane,Red and Yellow soil,58.51,6.13,30.05,149.06,76.12,0.782,Haryana,243.66
Cucumber,Alluvial soil,56.33,6.89,23.83,92.18,90,0.699,Uttar Pradesh,111.57
Cabbage,Red and Yellow soil,88.48,7.63,19.65,264.07,77.39,0.777,Gujarat,0
Sugarcane,Alluvial soil,73.41,6.74,22.05,265.19,87.26,0.709,Haryana,181.68
Wheat,Forest and Mountain soil,81.74,7.68,26.62,280.48,92.27,0.901,Madhya Pradesh,0
Mustard,Alluvial soil,40.93,7.36,16.98,24.45,55.2,0.35,Haryana,63.12
Onion,Alluvial soil,61.47,7.53,27.28,193.23,79.76,0.708,Bihar,0
Tomato,Forest and Mountain soil,88.2,7.61,21.29,267.17,84.72,0.913,Uttar Pradesh,0
Pumpkin,Alluvial soil,55.76,6.22,32.23,159.52,62.79,0.675,Rajasthan,97.28
Lentil,Red and Yellow soil,45.31,6.27,19.29,104.07,43.76,0.529,Uttar Pradesh,60.42
Tomato,Alluvial soil,53.61,7.69,30.35,146.86,66.27,0.801,Madhya Pradesh,0
Sugarcane,Red and Yellow soil,80.87,6.61,18.12,266.38,94.71,0.787,Tamil Nadu,0
Chickpea,Black soil,25,7.46,21.58,38.44,59.52,0.425,Maharashtra,78.28
Potato,Red and Yellow soil,52.21,6.12,20.52,113.07,62.75,0.704,Assam,105.91
Potato,Black soil,67.22,6.67,26.82,192.45,84.47,0.873,West Bengal,0
Chickpea,Red and Yellow soil,36.26,6.28,20.91,34.69,56.08,0.504,Karnataka,88.21
Brinjal,Black soil,60.82,6.79,24.81,202.13,82.84,0.879,Madhya Pradesh,0
Wheat,Black soil,49.2,7.3,18.13,84.81,66.84,0.838,Uttar Pradesh,31.68
Lentil,Red and Yellow soil,36.85,6.32,23.79,52.23,40.38,0.638,Jharkhand,76.36
Soybean,Alluvial soil,39.76,7.03,25.81,45.74,60.08,0.584,Telangana,113.93
Cucumber,Alluvial soil,57.83,6.64,27.31,78.07,70.75,0.807,Karnataka,115.94
Soybean,Black soil,50.72,7.41,26.93,132.23,57.61,0.498,Bihar,76.18
Tomato,Alluvial soil,52.88,7.17,22.92,101.3,55.07,0.715,Tamil Nadu,22.97
Chilli,Forest and Mountain soil,58.36,7.15,27.66,161.21,81.29,0.833,Maharashtra,0
Chilli,Forest and Mountain soil,57.99,7.25,26.87,102.01,67.5,0.774,Tamil Nadu,0
Cucumber,Red and Yellow soil,44.63,6.58,29.36,135.75,82.18,0.746,Andhra Pradesh,120.46
Pumpkin,Alluvial soil,62.68,6.19,25.07,135.14,75.58,0.616,Telangana,95.65
Sugarcane,Alluvial soil,59.03,6.7,27.48,280.52,81.51,0.724,Uttar Pradesh,189.19
Groundnut,Black soil,46.28,6.75,28.78,70.9,62.97,0.824,Haryana,39.11
Lentil,Red and Yellow soil,70.22,7.1,23.8,274.04,92.07,0.714,Gujarat,0
Chickpea,Alluvial soil,81.04,6.66,23.73,311.94,79.15,0.764,Gujarat,0
Chickpea,Alluvial soil,73.86,6.63,21.7,311.56,88.6,0.809,Karnataka,0
Soybean,Forest and Mountain soil,54.88,6.12,30.06,91.1,60.25,0.646,West Bengal,31.16
Mustard,Red and Yellow soil,26,6.65,15.21,54.27,44.97,0.572,Chhattisgarh,72.6
Maize,Black soil,46.56,6.51,22.27,113.56,74.6,0.827,Madhya Pradesh,0
Cotton,Forest and Mountain soil,73.1,7.09,19.68,392.71,93.04,0.785,Punjab,0
Potato,Red and Yellow soil,67.1,6.26,22.88,194.59,75.03,0.778,Gujarat,0
Rice,Alluvial soil,70.67,6.45,32.4,198.22,84.67,0.771,West Bengal,144.91
Pumpkin,Red and Yellow soil,59.11,6.14,24.42,114.44,76.06,0.718,Maharashtra,112.63
Wheat,Red and Yellow soil,77,6.41,23,240.06,82.9,0.836,Uttar Pradesh,0
Maize,Alluvial soil,73.84,6.75,19.78,340.07,76.35,0.85,West Bengal,0
Cotton,Alluvial soil,42.91,7.2,24.74,104.01,64.27,0.599,Karnataka,92.95
Cotton,Red and Yellow soil,73.29,6.19,28.44,365.75,90.39,0.771,Bihar,0
Cotton,Alluvial soil,52.07,6.51,28.1,150.24,74.51,0.84,Bihar,0
Chickpea,Black soil,43.97,7.73,18.82,52.66,47.15,0.587,Punjab,65.13
Maize,Red and Yellow soil,48.95,6.33,24.09,179.75,55.88,0.89,Bihar,0
Brinjal,Forest and Mountain soil,62.02,7.3,24.12,235.73,72.2,0.741,Uttar Pradesh,0
Groundnut,Black soil,50.96,6.74,29.74,58.35,78.98,0.745,Gujarat,86.83
Lentil,Forest and Mountain soil,52.88,6.31,28.48,126.86,63.2,0.807,Uttar Pradesh,0
Onion,Forest and Mountain soil,76.16,6.06,27.76,349.21,91.23,0.822,Uttar Pradesh,0
Cauliflower,Alluvial soil,68.21,6.46,15.94,49.76,73.26,0.685,West Bengal,130.81
Sugarcane,Red and Yellow soil,78.3,6.06,27.13,236.6,76.86,0.888,Madhya Pradesh,0
Lentil,Black soil,59.08,6.87,22.2,130.77,55.54,0.705,Haryana,0
Wheat,Red and Yellow soil,62.91,6.15,21.59,141.64,72.3,0.698,Maharashtra,0
Mustard,Red and Yellow soil,52.74,7.35,25.34,125.26,73.98,0.673,Maharashtra,0
Pumpkin,Black soil,82.17,7.26,26.13,397.43,83.88,0.87,Uttar Pradesh,0
Soybean,Red and Yellow soil,81.25,7.43,28.96,331.7,92.28,0.71,West Bengal,0
Lentil,Black soil,35.41,7.83,27.83,77.26,42.38,0.465,Bihar,58.29
Cucumber,Alluvial soil,56.8,6.35,21.41,181.86,73.23,0.87,Maharashtra,0
Brinjal,Black soil,68.41,7.64,18.67,225.74,69,0.771,Uttar Pradesh,0
Cauliflower,Forest and Mountain soil,57.74,6.3,21.53,113.63,71.79,0.795,Madhya Pradesh,118.36
Cucumber,Alluvial soil,62.42,6.51,26.57,121.63,77.03,0.654,Uttar Pradesh,0
Tomato,Alluvial soil,52.37,6.52,25.38,77.53,66.43,0.858,West Bengal,103.89
Pumpkin,Red and Yellow soil,60.18,5.69,20,92.79,55,0.797,Gujarat,115.2
Sugarcane,Alluvial soil,64.28,7.45,29.6,310.32,83.67,0.8,Tamil Nadu,179.66
Pumpkin,Black soil,48.37,7.21,25.65,174.94,84.48,0.727,Tamil Nadu,89.57
Cotton,Forest and Mountain soil,54.71,6.87,25.08,177.8,60.6,0.666,Maharashtra,0
Tomato,Black soil,87.22,6.58,18.7,200.97,83.12,0.925,Punjab,0
Lentil,Black soil,40.31,7.28,23.64,73.99,47.04,0.592,Maharashtra,55.24
Cotton,Red and Yellow soil,58.78,7.3,26.25,94.76,58.49,0.797,Maharashtra,0
Mustard,Red and Yellow soil,57.99,6.79,23.93,106.4,61.79,0.882,Tamil Nadu,0
Pumpkin,Black soil,54.36,7.43,27.6,70.61,73.16,0.828,Punjab,29.78
Pumpkin,Black soil,64.21,6.84,27.01,70.84,69.49,0.696,Maharashtra,106.76
Cotton,Red and Yellow soil,52.72,6.68,29.39,150.12,55.77,0.802,Gujarat,0
Cucumber,Black soil,67.53,6.65,20.25,138.7,84.56,0.782,Gujarat,0
Potato,Red and Yellow soil,55.83,6.61,27.18,51.03,65.84,0.642,Punjab,121.92
Chilli,Forest and Mountain soil,68.64,6.08,20.78,223.39,76.69,0.849,Madhya Pradesh,0
Chilli,Alluvial soil,48.23,6.8,24.27,110.31,71.48,0.653,Odisha,102.12
Rice,Red and Yellow soil,70.57,6.33,23.84,328.09,88.6,0.655,Madhya Pradesh,0
Soybean,Alluvial soil,50.47,6.66,24.54,113.08,68.72,0.564,Madhya Pradesh,90.16
Sugarcane,Black soil,78.84,7.16,22.9,241.97,84.66,0.718,West Bengal,0
Wheat,Black soil,48.45,6.83,22.64,152.79,67.66,0.855,Haryana,0
Cabbage,Alluvial soil,73.32,6.44,28.85,280.44,78.05,0.712,Bihar,0
Brinjal,Red and Yellow soil,82.07,7.43,24.28,329.63,75.43,0.86,Maharashtra,0
Soybean,Red and Yellow soil,41.67,6.6,27.18,130.25,59.33,0.699,Rajasthan,107.21
Garlic,Red and Yellow soil,57.77,7.58,18.43,248.76,72.13,0.841,Gujarat,0
Lentil,Black soil,43.21,7.41,27.95,42.72,42.91,0.496,Jharkhand,61.33
Lentil,Black soil,40.91,7.64,23.06,85.03,55.76,0.462,West Bengal,52.56
Lentil,Black soil,51.51,7.57,23.71,151.33,65.22,0.697,West Bengal,0
Onion,Black soil,65.09,7.35,26.91,166.5,66.32,0.7,Karnataka,0
Cabbage,Alluvial soil,62.12,6.58,22.62,105.51,64.85,0.632,Maharashtra,119.9
Chickpea,Black soil,59.73,6.5,25.14,111.36,65.01,0.777,Maharashtra,0
Lentil,Alluvial soil,41,6.45,24.47,97.31,58.79,0.558,West Bengal,55.48
Rice,Peaty and Marshy soil,81.56,6,29.22,125.85,63.78,0.643,Bihar,123.48
Pumpkin,Alluvial soil,73.56,7.47,28.78,380.73,80.9,0.758,Punjab,0
Pumpkin,Red and Yellow soil,53.3,6.7,23.8,74.74,62.87,0.862,Telangana,125.74
Chilli,Black soil,60.76,7.36,29,144.08,50,0.795,Uttar Pradesh,83.52
Cabbage,Red and Yellow soil,85.03,7.69,27.62,229.55,87.81,0.931,Bihar,0
Wheat,Forest and Mountain soil,30.46,6.32,22.85,62.41,56.12,0.505,Madhya Pradesh,120.98
Lentil,Black soil,48.22,7.3,24.55,20,42.86,0.594,Uttar Pradesh,62.35
Garlic,Forest and Mountain soil,64.31,6.25,25.71,110.54,56.82,0.655,Tamil Nadu,0
Brinjal,Red and Yellow soil,69.01,6.18,25.29,236.87,67.98,0.891,Punjab,0
Wheat,Alluvial soil,70.15,7.7,29.98,340.54,76.86,0.769,West Bengal,0
Potato,Alluvial soil,56.07,6.21,29.94,169.6,82.41,0.79,Maharashtra,0
Wheat,Alluvial soil,76.02,6.96,29.04,343.96,93.25,0.744,Karnataka,0
Tomato,Alluvial soil,54.16,6.4,19.04,62.37,69.22,0.605,Andhra Pradesh,103.43
Maize,Black soil,48.5,6.32,18.47,84.89,68.46,0.764,Karnataka,0
Wheat,Black soil,50.25,7.67,22.09,125.31,54.93,0.573,West Bengal,91.67
Pumpkin,Red and Yellow soil,51.21,6.27,25.11,94.87,69.21,0.81,Gujarat,122.61
Brinjal,Black soil,93.62,6.85,25.9,375.8,79.99,0.949,Gujarat,0
Pumpkin,Red and Yellow soil,66.03,5.94,25.54,130.64,55,0.711,Maharashtra,104.99
Brinjal,Alluvial soil,47.87,6.7,27.54,67.29,72.1,0.609,West Bengal,33.67
Mustard,Alluvial soil,56.8,7.2,23.25,125.63,71.14,0.726,Punjab,0
Mustard,Black soil,32.44,7.36,18.15,56.17,30.26,0.638,West Bengal,54.79
Chilli,Red and Yellow soil,53.03,5.8,25.78,80.28,85,0.659,Gujarat,117.5
Cotton,Alluvial soil,54.03,7.49,31.95,205.06,48.34,0.677,Andhra Pradesh,63.9
Chilli,Red and Yellow soil,69.21,7.79,30.15,168.64,75.51,0.716,Uttar Pradesh,0
Wheat,Alluvial soil,47.08,6.64,14.8,114.05,54.74,0.597,Karnataka,91.22
Chilli,Black soil,45.81,7.21,21.38,132.69,67.95,0.77,Uttar Pradesh,91.53
Onion,Red and Yellow soil,76.53,7.39,25.98,312.32,93.1,0.752,Madhya Pradesh,0
Groundnut,Red and Yellow soil,37.69,6.39,28.46,43.68,68.69,0.601,Chhattisgarh,117.95
Brinjal,Alluvial soil,54.85,7.48,25.42,142.76,63.14,0.815,Tamil Nadu,0
Soybean,Forest and Mountain soil,49.05,7.34,19.88,61.93,69.45,0.848,Gujarat,36.85
Tomato,Red and Yellow soil,50.97,6.25,22.95,89.16,68.81,0.699,Bihar,0
Cucumber,Alluvial soil,50.08,6.48,20.34,101.29,56.52,0.749,Haryana,0
Onion,Forest and Mountain soil,58.13,7.64,29.17,196.63,72.17,0.681,Tamil Nadu,0
Groundnut,Red and Yellow soil,41.26,6,32.93,126.74,64.32,0.607,Madhya Pradesh,96.83
Potato,Black soil,93.49,7.6,22.21,229.79,93.43,0.711,Karnataka,0
Groundnut,Red and Yellow soil,38.26,6.62,24.18,54.98,56.94,0.628,Rajasthan,113.07
Pumpkin,Alluvial soil,70.96,6.57,25.94,80.23,69.06,0.662,Andhra Pradesh,104.83
Sugarcane,Black soil,76.72,7.26,31.02,152.51,81.89,0.714,Haryana,202.35
Mustard,Black soil,49.73,7.78,23.41,87.4,63.87,0.883,Maharashtra,0
Tomato,Alluvial soil,63.79,6.24,18.1,212.21,78.82,0.716,West Bengal,0
Cauliflower,Alluvial soil,52.51,6.3,22.69,135.52,72.5,0.793,Bihar,0
Cucumber,Alluvial soil,60.34,7.43,28.93,249.18,74.03,0.796,West Bengal,0
Garlic,Black soil,44.61,6.56,20.39,54.75,59.25,0.555,Maharashtra,94.9
Potato,Black soil,56.39,7.2,21.31,134.22,82.57,0.742,Gujarat,0
Cucumber,Alluvial soil,69.15,6.84,26.9,105.18,83.8,0.6,Tamil Nadu,102.17
Maize,Red and Yellow soil,42.13,6.14,30.81,112.45,80.92,0.814,Uttar Pradesh,132.8
Groundnut,Black soil,47.46,7.22,30.04,41.37,68.31,0.6,Gujarat,93.3
Chickpea,Red and Yellow soil,39.52,6,20.75,76.54,56.41,0.606,Telangana,78.16
Pumpkin,Forest and Mountain soil,85.96,6.72,25.38,285.84,78.05,0.871,Punjab,0
Soybean,Alluvial soil,52.28,6.47,25.15,40,58.48,0.607,Telangana,107.59
Rice,Red and Yellow soil,77.08,6.15,18.54,161.81,80.38,0.716,Uttar Pradesh,0
Maize,Black soil,61.43,7.14,25.18,155.04,56.21,0.538,Bihar,80.83
Maize,Black soil,58.33,6.93,26.1,93.04,57.76,0.71,West Bengal,98.96
Potato,Black soil,82.94,7.11,21.63,229.52,86.74,0.897,West Bengal,0
Cauliflower,Alluvial soil,59.71,6.4,22.55,87.22,65.93,0.712,Uttar Pradesh,129.19
Groundnut,Black soil,52.29,6.63,21.34,159.56,65.06,0.759,Uttar Pradesh,0
Mustard,Black soil,44.49,7.46,22.89,69.35,40.35,0.544,Bihar,46.88
Chickpea,Black soil,46.52,7.77,25.03,48.37,37.07,0.522,Bihar,66.58
Mustard,Forest and Mountain soil,57.36,7.02,27.07,134.61,59.47,0.84,Uttar Pradesh,0
Onion,Alluvial soil,59.75,6.6,19.65,175.91,83.03,0.813,Maharashtra,0
Cotton,Black soil,56.04,7.43,33.39,88.81,59.2,0.742,Tamil Nadu,82.33
Chilli,Red and Yellow soil,57.4,6.37,28.34,168.79,79.98,0.67,Rajasthan,94.03
Chilli,Black soil,55.83,6.6,27.21,139.09,76.81,0.618,Karnataka,0
Soybean,Red and Yellow soil,46.95,6.31,26.48,124.54,60.09,0.699,Tamil Nadu,0
Soybean,Alluvial soil,54.3,6.32,21.89,123.11,59.05,0.78,Karnataka,0
Soybean,Alluvial soil,50.64,7.25,24.81,132.16,53.75,0.648,Karnataka,85.4
Groundnut,Red and Yellow soil,40.52,6.61,24.53,71.89,63.44,0.667,Madhya Pradesh,107.63
Rice,Red and Yellow soil,84.47,6.95,21.15,310.3,83.86,0.833,Uttar Pradesh,0
Cotton,Black soil,53.34,7.61,31.81,143.87,64.02,0.786,Madhya Pradesh,69.55
Cabbage,Black soil,62.95,7.37,22.52,78.78,80.46,0.67,Assam,116.04
Soybean,Black soil,53.15,6.98,24.91,40,51.23,0.635,Andhra Pradesh,96.97
Mustard,Alluvial soil,39.25,7.31,21.08,60.75,30,0.451,Madhya Pradesh,56.11
Pumpkin,Forest and Mountain soil,62.83,7.12,21.39,163.06,70,0.759,Gujarat,0
Cabbage,Black soil,78.69,6.43,19,212.17,86.67,0.762,West Bengal,0
Chilli,Red and Yellow soil,37.09,6.08,29.77,64.1,71.01,0.646,Rajasthan,133.11
Tomato,Red and Yellow soil,61.79,6.65,25.9,76.25,50,0.783,Gujarat,108.81
Chickpea,Black soil,41.4,6.91,21.22,126.66,60.31,0.551,Karnataka,52.33
Potato,Alluvial soil,86.42,6.39,22.79,266.67,92.83,0.787,West Bengal,0
Chilli,Red and Yellow soil,56.21,6.79,25.87,107.56,73.52,0.674,Tamil Nadu,108.82
Soybean,Alluvial soil,39.6,7.22,21.49,81.65,54.6,0.608,Uttar Pradesh,103.33
Brinjal,Red and Yellow soil,67.97,6.23,24.91,134.13,73.26,0.866,Tamil Nadu,0
Soybean,Red and Yellow soil,41.25,6.16,24.19,161.47,74.21,0.611,Andhra Pradesh,98.46
Chilli,Red and Yellow soil,70.99,6.21,24.82,372.78,75.58,0.813,Gujarat,0
Chilli,Black soil,50.88,7.36,24.35,60.17,50,0.786,Maharashtra,108.1
Wheat,Alluvial soil,52.02,6.36,28.72,82.05,68.39,0.872,Haryana,0
Pumpkin,Alluvial soil,59.8,6.32,23.97,72.59,71.95,0.887,Bihar,112.46
Chickpea,Red and Yellow soil,27.76,6.58,15.48,52.89,50.51,0.598,Bihar,87.18
Cabbage,Black soil,65.99,6.93,20.73,109.17,62.33,0.771,Madhya Pradesh,105.9
Pumpkin,Black soil,65.06,7.1,29.23,61.02,66.45,0.757,Karnataka,109.82
Pumpkin,Alluvial soil,61.35,6.14,22.7,79.06,90,0.716,Uttar Pradesh,109.27
Wheat,Alluvial soil,45.5,7.17,19.68,167.06,67.48,0.882,Gujarat,0
Maize,Alluvial soil,62.45,6.98,23.51,126.99,66.02,0.599,Bihar,91.29
Cotton,Black soil,52.86,7.53,30.01,116.15,50.51,0.669,Tamil Nadu,76.05
Potato,Red and Yellow soil,57.51,6,17.97,53.62,47.16,0.812,Bihar,116.57
Mustard,Black soil,78.24,6.76,20.22,293.72,83.88,0.763,Haryana,0
Wheat,Black soil,46.14,7.1,26.49,84.81,52.39,0.514,Rajasthan,104.9
Cauliflower,Forest and Mountain soil,68.76,6.1,10.07,91.24,74.87,0.725,Bihar,112.76
Brinjal,Red and Yellow soil,63.48,6.15,28.52,108.28,71.11,0.771,Punjab,0
Chickpea,Black soil,38.42,7.29,27.3,94.91,53.22,0.56,Rajasthan,62
Tomato,Black soil,78.48,6.43,27.63,398.75,88.48,0.733,Karnataka,0
Lentil,Red and Yellow soil,35.54,7.07,15.25,84.04,46.33,0.585,Jharkhand,68.1
Onion,Red and Yellow soil,31.09,6.05,26.64,85.74,56.15,0.596,Gujarat,114.47
Mustard,Forest and Mountain soil,49.72,6.92,27.72,137.6,62.7,0.82,Haryana,0
Chickpea,Alluvial soil,48.95,7.25,19.14,20,67.02,0.446,Madhya Pradesh,74.27
Cotton,Red and Yellow soil,42.87,6.66,29.34,62.27,64.55,0.807,Andhra Pradesh,125.25
Mustard,Alluvial soil,36.75,7.16,15.39,68.74,58.02,0.589,Jharkhand,53.66
Pumpkin,Alluvial soil,60.38,6.05,25.66,95.83,55,0.821,Tamil Nadu,107.14
Garlic,Red and Yellow soil,77.51,6.85,27.64,221.3,85.5,0.947,Madhya Pradesh,0
Sugarcane,Red and Yellow soil,65.07,6.66,28.09,355.97,78.3,0.718,Tamil Nadu,187.01
Potato,Black soil,73.09,6.28,26.26,297.3,90.8,0.78,Tamil Nadu,0
Pumpkin,Red and Yellow soil,57.78,6.01,26.1,86.8,73.46,0.574,Gujarat,121.18
Pumpkin,Black soil,88.78,6.91,19.69,390.98,90.75,0.872,Madhya Pradesh,0
Wheat,Alluvial soil,44.37,6.71,21.13,64.95,55.77,0.559,Maharashtra,104.96
Chickpea,Alluvial soil,45.09,7.21,23.96,31.36,51.44,0.523,Karnataka,75.37
Soybean,Red and Yellow soil,50.51,6.02,23.64,91.13,70.67,0.734,Haryana,0
Rice,Alluvial soil,68.97,7,26.88,242.94,91.02,0.785,Haryana,131.61
Cotton,Red and Yellow soil,59.28,6.29,21.97,151.62,69.56,0.734,Bihar,0
Chilli,Alluvial soil,51.4,6.76,26.89,137.21,50,0.663,Madhya Pradesh,94.8
Cucumber,Forest and Mountain soil,73.25,6.12,23.2,233,80.64,0.944,Punjab,0
Lentil,Black soil,33,7.48,21.79,20,48.9,0.613,Chhattisgarh,69.14
Cucumber,Red and Yellow soil,55.44,5.83,33.26,73.95,63.57,0.737,Maharashtra,131.38
Cabbage,Black soil,85.24,7.71,23.64,324.39,76.1,0.756,Karnataka,0
Cucumber,Forest and Mountain soil,60.96,6.06,19.3,125.76,67.13,0.727,Madhya Pradesh,0
Sugarcane,Black soil,72.71,7.67,25.95,81.69,74.66,0.834,Bihar,219.93
Cauliflower,Black soil,93.84,6.76,26.29,373.67,91.81,0.943,West Bengal,0
Cauliflower,Red and Yellow soil,86.14,7.53,29.4,231.49,75.31,0.743,Madhya Pradesh,0
Lentil,Alluvial soil,92.56,6.64,20.61,342.01,81.86,0.815,Madhya Pradesh,0
Rice,Alluvial soil,73.42,6.75,25.03,82.11,62.56,0.602,Maharashtra,167.6
Wheat,Alluvial soil,56.35,7.02,13.57,44.14,48.58,0.634,Bihar,105.39
Onion,Red and Yellow soil,49.07,6.5,23.81,40.18,64.04,0.615,Karnataka,113.94
Potato,Forest and Mountain soil,58.24,6.51,15.73,71.33,62.19,0.585,Bihar,105.82
Rice,Red and Yellow soil,56.93,6.37,32.23,235.08,64.23,0.724,Maharashtra,185.22
Tomato,Red and Yellow soil,59.19,7.53,31.81,142.66,72.71,0.743,Gujarat,0
Rice,Alluvial soil,68.07,6.74,30.17,141.89,81.43,0.833,Madhya Pradesh,159.49
Sugarcane,Black soil,60.74,7.14,25.56,207.59,87.6,0.628,Punjab,195.44
Pumpkin,Red and Yellow soil,63.71,6.09,30.94,131.41,71.79,0.7,Andhra Pradesh,108.89
Chilli,Red and Yellow soil,71.7,6.84,29.91,348.37,75.3,0.904,Bihar,0
Onion,Alluvial soil,80.76,7,21.72,359.32,80.21,0.733,Tamil Nadu,0
Cotton,Alluvial soil,42.33,6.37,33.5,94.83,59.3,0.766,Andhra Pradesh,99.09
Groundnut,Alluvial soil,35.81,6.83,28.05,98.45,58.56,0.495,Andhra Pradesh,95.22
Cucumber,Alluvial soil,60.07,6.18,22.54,99.92,68.98,0.659,Maharashtra,106.75
Cucumber,Forest and Mountain soil,58.65,7.17,28.42,147.12,68.96,0.712,Bihar,0
Lentil,Black soil,36.43,7.46,23.11,58.06,35,0.648,Haryana,60.21
